ID	Chromosome	Start_position	End_Position	A1_CN	A2_CN
LiverTum_1	6	43971194	44177061	3	1
LiverTum_1	6	44186588	46347313	2	0
LiverTum_1	6	46361667	47689290	1	0
LiverTum_1	6	47690891	55141843	2	0
LiverTum_1	6	55179235	57430393	1	0
LiverTum_1	6	63602467	64628747	3	0
LiverTum_1	6	64726053	67818592	3	1
LiverTum_1	6	67820136	68573666	3	0
LiverTum_1	6	68581349	69583309	3	1
LiverTum_1	6	69595348	69995220	3	0
LiverTum_1	6	70031247	70346842	3	1
LiverTum_1	6	70351614	72511412	3	0
LiverTum_1	6	72605840	76409043	3	1
LiverTum_1	6	76410418	79449671	3	0
LiverTum_1	6	79462070	80508350	3	1
LiverTum_1	6	80830734	81739153	3	0
LiverTum_1	6	81743814	91347240	1	0
LiverTum_1	6	91351983	91501394	2	0
LiverTum_1	6	91546645	95438500	3	1
LiverTum_1	6	95440534	98301453	3	0
LiverTum_1	6	98302641	100016845	3	1
LiverTum_1	6	100021531	101877298	3	0
LiverTum_1	6	101882530	104124990	3	1
LiverTum_1	6	104130482	104427779	3	0
LiverTum_1	6	104433732	106459685	3	1
LiverTum_1	6	106464111	110379026	3	0
LiverTum_1	6	110385272	113832739	3	1
LiverTum_1	6	113865229	116317456	3	0
LiverTum_1	6	116322938	116584324	3	1
LiverTum_1	6	116591572	121699639	3	0
LiverTum_1	6	121713759	125189776	2	0
LiverTum_1	6	125192414	125456842	1	0
LiverTum_1	6	125460877	125698592	2	0
LiverTum_1	6	125710536	125748556	1	0
LiverTum_1	6	125751707	125796095	2	1
LiverTum_1	6	125822535	170603415	1	0
LiverTum_1	7	50257	9162211	2	0
LiverTum_1	7	9170838	9179327	3	1
LiverTum_1	7	9180347	12441986	2	0
LiverTum_1	7	12457117	12703390	3	0
LiverTum_1	7	12716520	159326530	2	0
LiverTum_1	8	330241	16086798	2	1
LiverTum_1	8	16092262	16098153	7	0
LiverTum_1	8	16100106	145068028	2	1
LiverTum_1	9	212557	11419828	1	0
LiverTum_1	9	11427665	11448094	0	0
LiverTum_1	9	11450611	11459410	1	0
LiverTum_1	9	11460456	12469260	0	0
LiverTum_1	9	12668557	21665241	1	0
LiverTum_1	9	21672614	21930304	0	0
LiverTum_1	9	22201037	138123517	1	0
LiverTum_1	10	87333	13979822	2	0
LiverTum_1	10	13984046	14068537	3	0
LiverTum_1	10	14072184	48559298	2	0
LiverTum_1	10	48561361	48579771	0	0
LiverTum_1	10	48580230	60339355	2	0
LiverTum_1	10	60340187	60359448	3	1
LiverTum_1	10	60361354	127404465	2	0
LiverTum_1	10	127409601	127458669	1	0
LiverTum_1	10	127461121	133619587	2	0
LiverTum_1	11	202856	6849866	2	0
LiverTum_1	11	6850376	6879597	3	1
LiverTum_1	11	6881280	21605068	2	0
LiverTum_1	11	21609982	21658997	1	0
LiverTum_1	11	21660481	81219811	2	0
LiverTum_1	11	81221348	81229786	0	0
LiverTum_1	11	81230577	112739150	2	0
LiverTum_1	11	112740856	112748897	0	0
LiverTum_1	11	112751023	115573699	2	0
LiverTum_1	11	115581147	115609275	3	1
LiverTum_1	11	115610079	129709117	2	0
LiverTum_1	11	129720800	129749584	3	1
LiverTum_1	11	129751349	135068576	2	0
LiverTum_1	12	52216	20739963	2	0
LiverTum_1	12	20740174	20749861	3	1
LiverTum_1	12	20750301	73739892	2	0
LiverTum_1	12	73740749	73759029	3	1
LiverTum_1	12	73763493	83006096	2	0
LiverTum_1	12	83017484	83036018	1	0
LiverTum_1	12	83042258	94089779	2	0
LiverTum_1	12	94090160	94108808	3	1
LiverTum_1	12	94113040	128229744	2	0
LiverTum_1	12	128231675	128239733	0	0
LiverTum_1	12	128240167	129989639	2	0
LiverTum_1	12	129990819	130017400	0	0
LiverTum_1	12	130020532	130039232	3	1
LiverTum_1	12	130040252	133202210	2	0
LiverTum_1	13	19918880	20421472	3	0
LiverTum_1	13	20436549	24248868	3	1
LiverTum_1	13	24256192	25579309	3	0
LiverTum_1	13	25580375	34290103	3	1
LiverTum_1	13	34293153	34420653	3	0
LiverTum_1	13	34432855	46791253	3	1
LiverTum_1	13	46797273	47399008	3	0
LiverTum_1	13	47404564	63009863	3	1
LiverTum_1	13	63014889	63059803	2	0
LiverTum_1	13	63060217	63068874	1	0
LiverTum_1	13	63070231	71080009	3	1
LiverTum_1	13	71082898	72346653	3	0
LiverTum_1	13	72350473	77739415	3	1
LiverTum_1	13	77740284	80796482	3	0
LiverTum_1	13	80802338	82658452	3	1
LiverTum_1	13	82660300	83678508	3	0
LiverTum_1	13	83812316	89760468	3	1
LiverTum_1	13	89764268	89779583	2	0
LiverTum_1	13	89780328	90828408	3	1
LiverTum_1	13	90830622	92493195	3	0
LiverTum_1	13	92499549	93152704	3	1
LiverTum_1	13	93167091	95116133	3	0
LiverTum_1	13	95124251	98289842	3	1
LiverTum_1	13	98292062	98829892	3	0
LiverTum_1	13	98834505	101497709	3	1
LiverTum_1	13	101501938	114152609	3	0
LiverTum_1	13	114162629	114339973	3	1
LiverTum_1	14	19791777	24605505	2	0
LiverTum_1	14	24790849	25749445	1	0
LiverTum_1	14	25750311	27127724	2	0
LiverTum_1	14	27139520	27998620	1	0
LiverTum_1	14	28004202	28248917	3	0
LiverTum_1	14	28252876	46159820	2	0
LiverTum_1	14	46192283	46449839	1	0
LiverTum_1	14	46460936	72424786	2	0
LiverTum_1	14	72431267	72458839	1	0
LiverTum_1	14	72460489	72697714	2	0
LiverTum_1	14	72699644	106878059	1	0
LiverTum_1	15	22228433	30062100	1	0
LiverTum_1	15	30661703	31470271	2	0
LiverTum_1	15	31471406	32918600	1	0
LiverTum_1	15	32920456	33367832	2	0
LiverTum_1	15	33401434	36242355	1	0
LiverTum_1	15	36261706	36608692	2	0
LiverTum_1	15	36611494	38243588	1	0
LiverTum_1	15	38419285	38793616	2	0
LiverTum_1	15	38810977	40168024	1	0
LiverTum_1	15	40173704	45697297	2	0
LiverTum_1	15	45703276	51627459	1	0
LiverTum_1	15	51630782	51888628	2	0
LiverTum_1	15	51890635	59564817	1	0
LiverTum_1	15	59569317	59828490	2	0
LiverTum_1	15	59831637	63526651	1	0
LiverTum_1	15	63531102	64482803	2	0
LiverTum_1	15	64757479	66929195	1	0
LiverTum_1	15	66930806	67443685	2	0
LiverTum_1	15	67461629	70208261	1	0
LiverTum_1	15	70219591	70466563	2	0
LiverTum_1	15	70475600	77533153	1	0
LiverTum_1	15	77536326	80211484	2	0
LiverTum_1	15	80221822	88859365	1	0
LiverTum_1	15	88906396	89708437	2	0
LiverTum_1	15	89711569	91155718	1	0
LiverTum_1	15	91162107	93267981	2	0
LiverTum_1	15	93270098	93599401	1	0
LiverTum_1	15	93600349	94316861	2	0
LiverTum_1	15	94321229	96819366	1	0
LiverTum_1	15	96820772	97499501	2	0
LiverTum_1	15	97501266	98416084	1	0
LiverTum_1	15	98563203	100168652	2	0
LiverTum_1	15	100179755	101607602	1	0
LiverTum_1	16	45254	7049688	2	0
LiverTum_1	16	7051522	7110375	3	0
LiverTum_1	16	7112124	12587327	2	0
LiverTum_1	16	12589800	12608029	1	0
LiverTum_1	16	12610623	12780043	3	0
LiverTum_1	16	12817570	78529443	2	0
LiverTum_1	16	78530043	78539731	0	0
LiverTum_1	16	78543685	84499142	2	0
LiverTum_1	16	84503087	84509533	0	0
LiverTum_1	16	84510967	90074947	2	0
LiverTum_1	17	184485	15443060	1	0
LiverTum_1	17	15665794	21036151	3	1
LiverTum_1	17	21046375	36111966	2	1
LiverTum_1	17	36113983	36143854	3	0
LiverTum_1	17	36492592	83090856	2	1
LiverTum_1	18	132649	14112432	1	0
LiverTum_1	18	22500997	22798343	3	0
LiverTum_1	18	23067553	24748208	3	1
LiverTum_1	18	24749807	25099607	3	0
LiverTum_1	18	25101742	32708203	3	1
LiverTum_1	18	32710588	32719866	2	0
LiverTum_1	18	32720075	32886398	3	1
LiverTum_1	18	32984676	33607742	3	0
LiverTum_1	18	33611842	38106879	3	1
LiverTum_1	18	38115530	40378475	3	0
LiverTum_1	18	40381363	41409781	3	1
LiverTum_1	18	41416329	43428705	3	0
LiverTum_1	18	43431571	45472206	3	1
LiverTum_1	18	45517785	47798213	3	0
LiverTum_1	18	47822621	52546241	3	1
LiverTum_1	18	52550434	52862824	3	0
LiverTum_1	18	52874138	57479221	3	1
LiverTum_1	18	57494648	58638906	3	0
LiverTum_1	18	58642992	64638829	3	1
LiverTum_1	18	64641317	65010955	3	0
LiverTum_1	18	65052613	66015105	3	1
LiverTum_1	18	66018144	66081771	3	0
LiverTum_1	18	66082744	71116866	3	1
LiverTum_1	18	71123048	71448978	3	0
LiverTum_1	18	71454353	72477818	3	1
LiverTum_1	18	72528500	73949639	3	0
LiverTum_1	18	73950596	73959727	5	1
LiverTum_1	18	73961343	77159735	3	0
LiverTum_1	18	77161953	77904259	3	1
LiverTum_1	18	77911631	80249901	3	0
LiverTum_1	19	260912	58578425	2	0
LiverTum_1	20	83158	45530152	2	0
LiverTum_1	20	45531159	45568905	3	1
LiverTum_1	20	45570209	64279990	2	0
LiverTum_1	21	14034348	39989683	2	0
LiverTum_1	21	39991932	39998891	0	0
LiverTum_1	21	40001387	46669379	2	0
LiverTum_1	22	19001039	19070210	1	0
LiverTum_1	22	19074840	50724710	2	0
LiverTum_1	X	2782116	155699751	2	0
